topic,the concept of the topic,candidate,candidate masked,label,wikipedia article name,wikipedia url
We should legalize prostitution,prostitution,"Scott Anderson explains, ""prostitution plays a key role in sustaining the social inequality of women.","Scott Anderson explains, ""TOPIC_CONCEPT plays a key role in sustaining the social inequality of women.",1,Feminist Sex Wars,https://en.wikipedia.org/wiki/Feminist_Sex_Wars
We should legalize prostitution,prostitution,"Mayor Goodman supports legalizing prostitution in the city's downtown area as a revenue generator and tool for revitalization,[REF] although a majority of Nevadans polled in 2003 opposed the mayor's position [REF].","Mayor Goodman supports legalizing TOPIC_CONCEPT in the city's downtown area as a revenue generator and tool for revitalization,[REF] although a majority of Nevadans polled in 2003 opposed the mayor's position [REF].",1,Oscar Goodman,https://en.wikipedia.org/wiki/Oscar_Goodman
We should legalize prostitution,prostitution,"Prostitution is specifically illegal by state law in the state's larger jurisdictions, which include Clark County (which contains Las Vegas), Washoe County (which contains Reno), and the independent city of Carson City.","TOPIC_CONCEPT is specifically illegal by state law in the state's larger jurisdictions, which include Clark County (which contains Las Vegas), Washoe County (which contains Reno), and the independent city of Carson City.",0,Nevada,https://en.wikipedia.org/wiki/Nevada
We should legalize prostitution,prostitution,The current majority Conservative government supports the prohibition of prostitution.,The current majority Conservative government supports the prohibition of TOPIC_CONCEPT.,1,Prostitution in Canada,https://en.wikipedia.org/wiki/Prostitution_in_Canada
We should legalize prostitution,prostitution,"In a February 2002 National Security Presidential Directive, President George W. Bush wrote: ""The United States opposes prostitution and any related activities, including pimping, pandering, and/or maintaining brothels as contributing to the phenomenon of trafficking in persons.","In a February 2002 National Security Presidential Directive, President George W. Bush wrote: ""The United States opposes TOPIC_CONCEPT and any related activities, including pimping, pandering, and/or maintaining brothels as contributing to the phenomenon of trafficking in persons.",1,Anti-prostitution pledge,https://en.wikipedia.org/wiki/Anti-prostitution_pledge
We should legalize prostitution,prostitution,"Although prostitution is illegal, NGOs indicated that it was a growing problem in some urban areas, particularly among Afro-Mauritanian and Black Moor women.","Although TOPIC_CONCEPT is illegal, NGOs indicated that it was a growing problem in some urban areas, particularly among Afro-Mauritanian and Black Moor women.",0,Human rights in Mauritania,https://en.wikipedia.org/wiki/Human_rights_in_Mauritania
We should legalize prostitution,prostitution,"Banning prostitution tends to drive it underground, making safe sex promotion, treatment and monitoring more difficult.","Banning TOPIC_CONCEPT tends to drive it underground, making safe sex promotion, treatment and monitoring more difficult.",0,Prostitution,https://en.wikipedia.org/wiki/Prostitution
We should legalize prostitution,prostitution,"The highest courts of Germany repeatedly ruled that prostitution offends good moral order (verstößt gegen die guten Sitten), with several legal consequences.","The highest courts of Germany repeatedly ruled that TOPIC_CONCEPT offends good moral order (verstößt gegen die guten Sitten), with several legal consequences.",1,Prostitution in Germany,https://en.wikipedia.org/wiki/Prostitution_in_Germany
We should legalize prostitution,prostitution,"The Association for the Promotion of Women in Romania opposes legalized prostitution, as they view prostitution as ""another form of violence against women and girls"" [REF].","The Association for the Promotion of Women in Romania opposes legalized prostitution, as they view TOPIC_CONCEPT as ""another form of violence against women and girls"" [REF].",1,Prostitution in Europe,https://en.wikipedia.org/wiki/Prostitution_in_Europe
We should legalize prostitution,prostitution,"With no job or home, Pierre has to adopt prostitution as his only way to make money.","With no job or home, Pierre has to adopt TOPIC_CONCEPT as his only way to make money.",0,I Don't Kiss,https://en.wikipedia.org/wiki/I_Don't_Kiss
We should legalize prostitution,prostitution,"Interventions in Calcutta's red light areas are aimed at building access to communities where prostitutes live and providing services to such women and their children to ensure their access to education, health and protection from abuse and exploitation.","Interventions in Calcutta's red light areas are aimed at building access to communities where TOPIC_CONCEPT live and providing services to such women and their children to ensure their access to education, health and protection from abuse and exploitation.",0,Sanlaap,https://en.wikipedia.org/wiki/Sanlaap
We should legalize prostitution,prostitution,"The authors concluded that ""prostitutes do not have a prominent role in the transmission and diffusion of STDs""[REF] Despite this opponents of prostitution continue to claim they are sources of disease [REF].","The authors concluded that ""TOPIC_CONCEPT do not have a prominent role in the transmission and diffusion of STDs""[REF] Despite this opponents of TOPIC_CONCEPT continue to claim they are sources of disease [REF].",0,Prostitution in Italy,https://en.wikipedia.org/wiki/Prostitution_in_Italy
We should legalize prostitution,prostitution,The Economist and Elizabeth Pisani claim that only a small proportion of prostitutes are explicitly trafficked against their will [REF].,The Economist and Elizabeth Pisani claim that only a small proportion of TOPIC_CONCEPT are explicitly trafficked against their will [REF].,0,Forced prostitution,https://en.wikipedia.org/wiki/Forced_prostitution
We should legalize prostitution,prostitution,"France's Green Party argues: ""The concept of ""free choice"" of the prostitute is indeed relative, in a society where gender inequality is institutionalized"" [REF].","France's Green Party argues: ""The concept of ""free choice"" of TOPIC_CONCEPT is indeed relative, in a society where gender inequality is institutionalized"" [REF].",0,Forced prostitution,https://en.wikipedia.org/wiki/Forced_prostitution
We should legalize prostitution,prostitution,"Feminists who hold such views on prostitution include Kathleen Barry, Melissa Farley,[REF][REF] Julie Bindel,[REF][REF] Sheila Jeffreys, Catharine MacKinnon[REF] and Laura Lederer;[REF] the European Women's Lobby has also condemned prostitution as ""an intolerable form of male violence"" [REF].","Feminists who hold such views on TOPIC_CONCEPT include Kathleen Barry, Melissa Farley,[REF][REF] Julie Bindel,[REF][REF] Sheila Jeffreys, Catharine MacKinnon[REF] and Laura Lederer;[REF] the European Women's Lobby has also condemned TOPIC_CONCEPT as ""an intolerable form of male violence"" [REF].",1,Feminism,https://en.wikipedia.org/wiki/Feminism
We should legalize prostitution,prostitution,"In 1990, the Supreme Court of Canada upheld the law which bans public solicitation of prostitution, arguing that the law had the goal to abolish prostitution, which was a valid goal.","In 1990, the Supreme Court of Canada upheld the law which bans public solicitation of TOPIC_CONCEPT, arguing that the law had the goal to abolish TOPIC_CONCEPT, which was a valid goal.",1,Prostitution in Canada,https://en.wikipedia.org/wiki/Prostitution_in_Canada
We should legalize prostitution,prostitution,Opinion polls have shown that up to 70% of the population supports banning the purchase of sexual services [REF].,Opinion polls have shown that up to 70% of the population supports banning the purchase of TOPIC_CONCEPT [REF].,1,Prostitution in Europe,https://en.wikipedia.org/wiki/Prostitution_in_Europe
We should legalize prostitution,prostitution,Weitzer also holds that the Bush administration and its congressional allies have strongly embraced prostitution abolitionist views as a justification for a crackdown on the sex industry [REF].,Weitzer also holds that the Bush administration and its congressional allies have strongly embraced TOPIC_CONCEPT abolitionist views as a justification for a crackdown on the sex industry [REF].,0,Ronald Weitzer,https://en.wikipedia.org/wiki/Ronald_Weitzer
We should legalize prostitution,prostitution,"countries that the State Department would not include prostitution in its numbers as human trafficking, stating that prostitution by willing adults is not human trafficking, regardless of whether it is legalized, decriminalized or criminalized.""","countries that the State Department would not include TOPIC_CONCEPT in its numbers as human trafficking, stating that TOPIC_CONCEPT by willing adults is not human trafficking, regardless of whether it is legalized, decriminalized or criminalized.""",0,Human trafficking in Canada,https://en.wikipedia.org/wiki/Human_trafficking_in_Canada
We should legalize prostitution,prostitution,The Swedish Government believes that women selling sexual services to men constitutes a form of violence against women which should be eliminated by reducing demand.,The Swedish Government believes that women selling TOPIC_CONCEPT to men constitutes a form of violence against women which should be eliminated by reducing demand.,1,Prostitution in Sweden,https://en.wikipedia.org/wiki/Prostitution_in_Sweden
We should legalize prostitution,prostitution,"""According to the National Criminal Police, it is clear that the ban on the purchase of sexual services acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden"".","""According to the National Criminal Police, it is clear that the ban on the purchase of TOPIC_CONCEPT acts as a barrier to human traffickers and procurers considering establishing themselves in Sweden"".",1,Prostitution in Sweden,https://en.wikipedia.org/wiki/Prostitution_in_Sweden
We should legalize prostitution,prostitution,"The article also states that ""academic research has linked lap-dancing to trafficking, prostitution and an increase in male sexual violence against both the women who work in the clubs and those who live and work in their vicinity.""","The article also states that ""academic research has linked lap-dancing to trafficking, TOPIC_CONCEPT and an increase in male sexual violence against both the women who work in the clubs and those who live and work in their vicinity.""",0,Lap dance,https://en.wikipedia.org/wiki/Lap_dance
We should legalize prostitution,prostitution,There are fears that prostitution may become the main route of HIV transmission as it has in developing countries such as Thailand and India [REF].,There are fears that TOPIC_CONCEPT may become the main route of HIV transmission as it has in developing countries such as Thailand and India [REF].,0,Prostitution in the People's Republic of China,https://en.wikipedia.org/wiki/Prostitution_in_the_People's_Republic_of_China
We should legalize prostitution,prostitution,"According to a Portuguese Government spokesperson ""The Government's opinion was that prostitution was not a crime.","According to a Portuguese Government spokesperson ""The Government's opinion was that TOPIC_CONCEPT was not a crime.",1,Prostitution in Portugal,https://en.wikipedia.org/wiki/Prostitution_in_Portugal
We should legalize prostitution,prostitution,"In the interim Louis IX (1226-1270) attempted to ban prostitution in December 1254, with disastrous social consequences and widespread protests.","In the interim Louis IX (1226-1270) attempted to ban TOPIC_CONCEPT in December 1254, with disastrous social consequences and widespread protests.",1,Prostitution in France,https://en.wikipedia.org/wiki/Prostitution_in_France
We should legalize prostitution,prostitution,"Tangerang in Banten Province continues to ban public displays of affection, alcohol, and prostitution.","Tangerang in Banten Province continues to ban public displays of affection, alcohol, and TOPIC_CONCEPT.",0,Freedom of religion in Indonesia,https://en.wikipedia.org/wiki/Freedom_of_religion_in_Indonesia
We should legalize prostitution,prostitution,"From the documents of the 1870 U.S. Census, 61 percent of 3536 Chinese women in California had been classified as prostitutes as an occupation.","From the documents of the 1870 U.S. Census, 61 percent of 3536 Chinese women in California had been classified as TOPIC_CONCEPT as an occupation.",0,Chinese American history,https://en.wikipedia.org/wiki/Chinese_American_history
We should legalize prostitution,prostitution,The federal and provincial governments argued that prostitution is exploitative and harmful to the community [REF].,The federal and provincial governments argued that TOPIC_CONCEPT is exploitative and harmful to the community [REF].,1,Bedford v. Canada,https://en.wikipedia.org/wiki/Bedford_v._Canada
We should legalize prostitution,prostitution,"On November 3, governor Donald Carcieri signed into law a bill which makes the buying and selling of sexual services a crime [REF].","On November 3, governor Donald Carcieri signed into law a bill which makes the buying and selling of TOPIC_CONCEPT a crime [REF].",1,Prostitution in the United States,https://en.wikipedia.org/wiki/Prostitution_in_the_United_States
We should legalize prostitution,prostitution,"A report produced by the Australian Institute of Criminology in May 1990 recommended that prostitution not be a criminal offence, since the current laws were ineffective and endangered sex workers.","A report produced by the Australian Institute of Criminology in May 1990 recommended that TOPIC_CONCEPT not be a criminal offence, since the current laws were ineffective and endangered sex workers.",1,Prostitution in Australia,https://en.wikipedia.org/wiki/Prostitution_in_Australia
We should legalize prostitution,prostitution,"Prostitution is illegal in the major metropolitan areas of Las Vegas, Reno, and Carson City, where most population lives; more than 90% of Nevada citizens live in a county where prostitution is illegal.","TOPIC_CONCEPT is illegal in the major metropolitan areas of Las Vegas, Reno, and Carson City, where most population lives; more than 90% of Nevada citizens live in a county where TOPIC_CONCEPT is illegal.",0,Prostitution in the United States,https://en.wikipedia.org/wiki/Prostitution_in_the_United_States
We should legalize prostitution,prostitution,"The majority found, with a 5:2 split and both women dissenting that the purpose of eliminating prostitution was a valid goal, and that the provision was rationally connected and proportional to that goal.","The majority found, with a 5:2 split and both women dissenting that the purpose of eliminating TOPIC_CONCEPT was a valid goal, and that the provision was rationally connected and proportional to that goal.",0,Prostitution in Canada,https://en.wikipedia.org/wiki/Prostitution_in_Canada
We should legalize prostitution,prostitution,Anti-prostitution feminists point out prostitution is obviously harmful in many ways to those who are directly involved in it.,Anti-prostitution feminists point out TOPIC_CONCEPT is obviously harmful in many ways to those who are directly involved in it.,1,Feminist Sex Wars,https://en.wikipedia.org/wiki/Feminist_Sex_Wars
We should legalize prostitution,prostitution,"In the 1990s, Dutch attitudes supported the legalization of prostitution: in a 1997 survey, 73 percent of Dutch citizens favored legalization of brothels, 74 percent said that prostitution was an ""acceptable job,"" and in a 1999 poll 78 percent felt that prostitution is a job like any other job (polls cited in Weitzer 2000, p. 178).","In the 1990s, Dutch attitudes supported the legalization of prostitution: in a 1997 survey, 73 percent of Dutch citizens favored legalization of brothels, 74 percent said that TOPIC_CONCEPT was an ""acceptable job,"" and in a 1999 poll 78 percent felt that TOPIC_CONCEPT is a job like any other job (polls cited in Weitzer 2000, p. 178).",1,Prostitution in the Netherlands,https://en.wikipedia.org/wiki/Prostitution_in_the_Netherlands
We should legalize prostitution,prostitution,"In this second part of the book titled ""African Lolita"", Eyo comes face to face with the harsh reality of commercial sex and worst of all sex slavery.","In this second part of the book titled ""African Lolita"", Eyo comes face to face with the harsh reality of TOPIC_CONCEPT and worst of all sex slavery.",0,Eyo,https://en.wikipedia.org/wiki/Eyo
We should legalize prostitution,prostitution,"Through her work with CATW, Janice Raymond has been a leader in the campaign to recognize prostitution as violence against women and one of the worst forms of gender inequality.","Through her work with CATW, Janice Raymond has been a leader in the campaign to recognize TOPIC_CONCEPT as violence against women and one of the worst forms of gender inequality.",0,Janice Raymond,https://en.wikipedia.org/wiki/Janice_Raymond
We should legalize prostitution,prostitution,A number of established businesses have claimed that the open prostitution hurts their business[REF] such as a VIPS restaurant that states that the number of patrons decreases significantly at night [REF].,A number of established businesses have claimed that the open TOPIC_CONCEPT hurts their business[REF] such as a VIPS restaurant that states that the number of patrons decreases significantly at night [REF].,1,Colonia San Rafael,https://en.wikipedia.org/wiki/Colonia_San_Rafael
We should legalize prostitution,prostitution,"On November 3, 2009, Rhode Island Governor Donald Carcieri signed into law a bill making the buying and selling of sexual services a crime [REF].","On November 3, 2009, Rhode Island Governor Donald Carcieri signed into law a bill making the buying and selling of TOPIC_CONCEPT a crime [REF].",1,David Cicilline,https://en.wikipedia.org/wiki/David_Cicilline
We should legalize prostitution,prostitution,"The Austrian Federal Ministry of the Interior considers the illegal prostitution as a problem because it comes along with crimes like human trafficking, pimping and rape.","The Austrian Federal Ministry of the Interior considers the illegal TOPIC_CONCEPT as a problem because it comes along with crimes like human trafficking, pimping and rape.",1,Prostitution in Austria,https://en.wikipedia.org/wiki/Prostitution_in_Austria
We should legalize prostitution,prostitution,"On September 2, 2009, Cicilline submitted an ordinance to the City Council to ban indoor prostitution in the city, imposing a $500 fine and a potential 30-day prison sentence on violators [REF].","On September 2, 2009, Cicilline submitted an ordinance to the City Council to ban indoor TOPIC_CONCEPT in the city, imposing a $500 fine and a potential 30-day prison sentence on violators [REF].",1,David Cicilline,https://en.wikipedia.org/wiki/David_Cicilline
We should legalize prostitution,prostitution,"Lobert is the president and founder of Hookers for Jesus,[REF] an international, Christian faith-based nonprofit organization that addresses prostitution, sex trafficking, and sexual violence and exploitation linked to pornography and the sex industry [REF].","Lobert is the president and founder of Hookers for Jesus,[REF] an international, Christian faith-based nonprofit organization that addresses TOPIC_CONCEPT, sex trafficking, and sexual violence and exploitation linked to pornography and the sex industry [REF].",0,Annie Lobert,https://en.wikipedia.org/wiki/Annie_Lobert
We should ban corporal punishment in the home,corporal punishment in the home,"The Joint Committee's report recommended that ""the time has come for the Government to act upon the recommendations of the UN Committee on the Rights of the Child concerning the corporal punishment of children and the incompatibility of the defence of reasonable chastisement with its obligations under the Convention.""[REF]","The Joint Committee's report recommended that ""the time has come for the Government to act upon the recommendations of the UN Committee on the Rights of the Child concerning TOPIC_CONCEPT and the incompatibility of the defence of reasonable chastisement with its obligations under the Convention.""[REF]",0,Convention on the Rights of the Child,https://en.wikipedia.org/wiki/Convention_on_the_Rights_of_the_Child
We should ban corporal punishment in the home,corporal punishment in the home,"The New Zealand corporal punishment referendum, 2009 was held from 31 July to 21 August, and was a citizens-initiated referendum on parental corporal punishment.","The New Zealand corporal punishment referendum, 2009 was held from 31 July to 21 August, and was a citizens-initiated referendum on TOPIC_CONCEPT.",0,"New Zealand citizens-initiated referendum, 2009","https://en.wikipedia.org/wiki/New_Zealand_citizens-initiated_referendum,_2009"
We should ban corporal punishment in the home,corporal punishment in the home,"The Australian Psychological Society holds that corporal punishment of children is an ineffective method of deterring unwanted behavior, promotes undesirable behaviors and fails to demonstrate an alternative desirable behavior [REF].","The Australian Psychological Society holds that TOPIC_CONCEPT is an ineffective method of deterring unwanted behavior, promotes undesirable behaviors and fails to demonstrate an alternative desirable behavior [REF].",1,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should ban corporal punishment in the home,corporal punishment in the home,"Copeland left the party in May 2007 to re-form the Future New Zealand Party, after opposing Dunne over Sue Bradford's private members bill against parental corporal punishment of children.","Copeland left the party in May 2007 to re-form the Future New Zealand Party, after opposing Dunne over Sue Bradford's private members bill against parental TOPIC_CONCEPT.",0,Peter Dunne,https://en.wikipedia.org/wiki/Peter_Dunne
We should ban corporal punishment in the home,corporal punishment in the home,"The Fiskes were opposed to spanking[REF] or corporal punishment of children, indeed, punishment of any kind; and most schools of the time used corporal punishment.","The Fiskes were opposed to spanking[REF] or TOPIC_CONCEPT, indeed, punishment of any kind; and most schools of the time used corporal punishment.",1,Quarry Hill Creative Center,https://en.wikipedia.org/wiki/Quarry_Hill_Creative_Center
We should ban corporal punishment in the home,corporal punishment in the home,"For the legal status of corporal punishment in different countries, see Corporal punishment in the home and School corporal punishment.","For the legal status of corporal punishment in different countries, see TOPIC_CONCEPT and School corporal punishment.",0,Spanking,https://en.wikipedia.org/wiki/Spanking
We should ban corporal punishment in the home,corporal punishment in the home,"Another 1983 law made the corporal punishment of children illegal, as it was in the other Nordic countries [REF].","Another 1983 law made TOPIC_CONCEPT illegal, as it was in the other Nordic countries [REF].",1,Social security in Finland,https://en.wikipedia.org/wiki/Social_security_in_Finland
We should ban corporal punishment in the home,corporal punishment in the home,"In 2006-2007, Peter Dunne decided to vote in favour of a bill banning parental corporal punishment of children, while his surviving party caucus-members, Gordon Copeland and Judy Turner voted against it.","In 2006-2007, Peter Dunne decided to vote in favour of a bill banning parental TOPIC_CONCEPT, while his surviving party caucus-members, Gordon Copeland and Judy Turner voted against it.",1,Christian politics in New Zealand,https://en.wikipedia.org/wiki/Christian_politics_in_New_Zealand
We should ban corporal punishment in the home,corporal punishment in the home,"On 14 April 2007, he followed this with another article critical of Sue Bradford's private member's bill to abolish parental corporal punishment of children in New Zealand, which referred to the earlier abolition of corporal punishment in New Zealand schools in 1990.","On 14 April 2007, he followed this with another article critical of Sue Bradford's private member's bill to abolish parental TOPIC_CONCEPT in New Zealand, which referred to the earlier abolition of corporal punishment in New Zealand schools in 1990.",0,Bruce Logan,https://en.wikipedia.org/wiki/Bruce_Logan
We should ban corporal punishment in the home,corporal punishment in the home,African American churches taught that all people were equal in God's eyes and viewed the doctrine of obedience to one's master taught in white churches as hypocritical - yet accepted and propagated internal hierarchies and support for corporal punishment of children among other things [REF].,African American churches taught that all people were equal in God's eyes and viewed the doctrine of obedience to one's master taught in white churches as hypocritical - yet accepted and propagated internal hierarchies and support for TOPIC_CONCEPT among other things [REF].,0,African-American culture,https://en.wikipedia.org/wiki/African-American_culture
We should ban corporal punishment in the home,corporal punishment in the home,"During the tenure of Helen Clark's New Zealand Labour Party administration, prostitution law reform (2003), lesbian/gay civil unions (2005) and the repeal of laws that permitted parental corporal punishment of children (2007) became law.","During the tenure of Helen Clark's New Zealand Labour Party administration, prostitution law reform (2003), lesbian/gay civil unions (2005) and the repeal of laws that permitted parental TOPIC_CONCEPT (2007) became law.",1,Family values,https://en.wikipedia.org/wiki/Family_values
We should ban corporal punishment in the home,corporal punishment in the home,"Domestic corporal punishment, i.e. of children and teenagers by their parents, is usually referred to colloquially as ""spanking"", ""whipping"", ""smacking,"" or ""slapping.""","TOPIC_CONCEPT, i.e. of children and teenagers by their parents, is usually referred to colloquially as ""spanking"", ""whipping"", ""smacking,"" or ""slapping.""",0,Corporal punishment,https://en.wikipedia.org/wiki/Corporal_punishment
We should ban corporal punishment in the home,corporal punishment in the home,"A 1996 literature review by Robert Larzelere suggested that, in some circumstances, corporal punishment of children can increase short-term compliance with parental commands.","A 1996 literature review by Robert Larzelere suggested that, in some circumstances, TOPIC_CONCEPT can increase short-term compliance with parental commands.",1,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should ban corporal punishment in the home,corporal punishment in the home,"In the United Kingdom, the Royal College of Paediatrics and Child Health and the Royal College of Psychiatrists have both called for a complete ban on all corporal punishment, stating ""We believe it is both wrong and impracticable to seek to define acceptable forms of corporal punishment of children.","In the United Kingdom, the Royal College of Paediatrics and Child Health and the Royal College of Psychiatrists have both called for a complete ban on all corporal punishment, stating ""We believe it is both wrong and impracticable to seek to define acceptable forms of TOPIC_CONCEPT.",1,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should ban corporal punishment in the home,corporal punishment in the home,"Since 1979, 30 countries around the world (at 2011) have outlawed domestic corporal punishment of children [REF].","Since 1979, 30 countries around the world (at 2011) have outlawed domestic TOPIC_CONCEPT [REF].",1,Spanking,https://en.wikipedia.org/wiki/Spanking
We should ban corporal punishment in the home,corporal punishment in the home,Straus adduced evidence for the view that exposure to parental corporal punishment increases the risk of aggressive conduct in children and adolescents [REF].,Straus adduced evidence for the view that exposure to TOPIC_CONCEPT increases the risk of aggressive conduct in children and adolescents [REF].,1,School violence,https://en.wikipedia.org/wiki/School_violence
We should ban corporal punishment in the home,corporal punishment in the home,"The Crimes (Substituted Section 59) Amendment Act 2007 abolished Section 59 of the Crimes Act, which had previously allowed parental corporal punishment of children, despite opposition from religious social conservatives and others.","The Crimes (Substituted Section 59) Amendment Act 2007 abolished Section 59 of the Crimes Act, which had previously allowed parental TOPIC_CONCEPT, despite opposition from religious social conservatives and others.",0,Crimes Act 1961,https://en.wikipedia.org/wiki/Crimes_Act_1961
We should ban corporal punishment in the home,corporal punishment in the home,"Domestic corporal punishment has now (2009) been outlawed in 24 countries around the world, most of them in Europe or Latin America, beginning with Sweden in 1979.","TOPIC_CONCEPT has now (2009) been outlawed in 24 countries around the world, most of them in Europe or Latin America, beginning with Sweden in 1979.",1,Child discipline,https://en.wikipedia.org/wiki/Child_discipline
We should ban corporal punishment in the home,corporal punishment in the home,"Currently, 29 countries have introduced a comprehensive legal ban prohibiting violence in all settings, including corporal punishment in the home.","Currently, 29 countries have introduced a comprehensive legal ban prohibiting violence in all settings, including TOPIC_CONCEPT.",1,Marta Santos Pais,https://en.wikipedia.org/wiki/Marta_Santos_Pais
We should ban corporal punishment in the home,corporal punishment in the home,"Since 1979, 29 countries around the world (at 2010) have outlawed domestic corporal punishment of children [REF].","Since 1979, 29 countries around the world (at 2010) have outlawed domestic TOPIC_CONCEPT [REF].",1,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should ban corporal punishment in the home,corporal punishment in the home,"In the United States, corporal punishment of children by their parents remains lawful in all 50 states.","In the United States, TOPIC_CONCEPT by their parents remains lawful in all 50 states.",1,Child discipline,https://en.wikipedia.org/wiki/Child_discipline
We should increase wealth redistribution,wealth redistribution,"Rafsanjani's support for a deal with the United States over Iran's nuclear program and his free-market economic policies contrasted with Mahmoud Ahmadinejad and his allies, who advocate maintaining a hard line against Western intervention in the Middle East while pursuing a policy of economic redistribution to Iran's poor [REF].","Rafsanjani's support for a deal with the United States over Iran's nuclear program and his free-market economic policies contrasted with Mahmoud Ahmadinejad and his allies, who advocate maintaining a hard line against Western intervention in the Middle East while pursuing a policy of TOPIC_CONCEPT to Iran's poor [REF].",0,Akbar Hashemi Rafsanjani,https://en.wikipedia.org/wiki/Akbar_Hashemi_Rafsanjani
We should increase wealth redistribution,wealth redistribution,"The Ekpe society requires that its initiates sponsor feasts for the town, which foster the appearance of the redistribution of wealth by providing the poor with food and drink.","The Ekpe society requires that its initiates sponsor feasts for the town, which foster the appearance of TOPIC_CONCEPT by providing the poor with food and drink.",0,Ekpe,https://en.wikipedia.org/wiki/Ekpe
We should increase wealth redistribution,wealth redistribution,"Although the United States has higher income inequality than many European countries, its welfare programs do not engage in as much income redistribution.","Although the United States has higher income inequality than many European countries, its welfare programs do not engage in as much TOPIC_CONCEPT.",0,Social programs in the United States,https://en.wikipedia.org/wiki/Social_programs_in_the_United_States
We should increase wealth redistribution,wealth redistribution,"As Bruce Macdonald notes in Vancouver: a visual history: ""Their economic system encouraged hard work, the accumulation of wealth and status and the redistribution of wealth.."" Winter villages, in what is now known as Vancouver, were composed of large plankhouses made of Western Red Cedar wood.","As Bruce Macdonald notes in Vancouver: a visual history: ""Their economic system encouraged hard work, the accumulation of wealth and status and TOPIC_CONCEPT.."" Winter villages, in what is now known as Vancouver, were composed of large plankhouses made of Western Red Cedar wood.",0,History of Vancouver,https://en.wikipedia.org/wiki/History_of_Vancouver
We should increase wealth redistribution,wealth redistribution,"Long created the Share Our Wealth program in 1934 with the motto ""Every Man a King"", proposing new wealth redistribution measures in the form of a net asset tax on corporations and individuals to curb the poverty and homelessness endemic nationwide during the Great Depression.","Long created the Share Our Wealth program in 1934 with the motto ""Every Man a King"", proposing new TOPIC_CONCEPT measures in the form of a net asset tax on corporations and individuals to curb the poverty and homelessness endemic nationwide during the Great Depression.",1,Huey Long,https://en.wikipedia.org/wiki/Huey_Long
We should increase wealth redistribution,wealth redistribution,"The redistribution of wealth supported by the new government seemed a threat to the richest, in light of the recent Wall Street Crash and the onset of the Great Depression [REF].","TOPIC_CONCEPT supported by the new government seemed a threat to the richest, in light of the recent Wall Street Crash and the onset of the Great Depression [REF].",0,Background of the Spanish Civil War,https://en.wikipedia.org/wiki/Background_of_the_Spanish_Civil_War
We should increase wealth redistribution,wealth redistribution,"Yet, supply-siders such as Jude Wanniski have argued for lower tax rates to increase tax revenues, and that redistribution of income through taxation was essential to the health of the polity -- a view that is anathema to traditional conservatives.","Yet, supply-siders such as Jude Wanniski have argued for lower tax rates to increase tax revenues, and that TOPIC_CONCEPT through taxation was essential to the health of the polity -- a view that is anathema to traditional conservatives.",1,Supply-side economics,https://en.wikipedia.org/wiki/Supply-side_economics
We should increase wealth redistribution,wealth redistribution,One of the major sources of wealth transfer is inheritance (Darity Jr. & Nicholson 2005:81).,One of the major sources of TOPIC_CONCEPT is inheritance (Darity Jr. & Nicholson 2005:81).,0,Jim Crow economy,https://en.wikipedia.org/wiki/Jim_Crow_economy
We should increase wealth redistribution,wealth redistribution,"Economy According to Bloomberg, Capriles says ""he favors former Brazilian President Luiz Inácio Lula da Silva's mix of market-friendly economic policies combined with income redistribution"" [REF].","Economy According to Bloomberg, Capriles says ""he favors former Brazilian President Luiz Inácio Lula da Silva's mix of market-friendly economic policies combined with TOPIC_CONCEPT"" [REF].",0,Henrique Capriles Radonski,https://en.wikipedia.org/wiki/Henrique_Capriles_Radonski
We should increase wealth redistribution,wealth redistribution,A number of centre-left/social democratic presidents have also come to power in Latin American countries recently promosing a greater redistribution of wealth within the framework of the free market.,A number of centre-left/social democratic presidents have also come to power in Latin American countries recently promosing a greater TOPIC_CONCEPT within the framework of the free market.,0,History of socialism,https://en.wikipedia.org/wiki/History_of_socialism
We should increase wealth redistribution,wealth redistribution,"In general, Rockefeller Republicans oppose socialism and the redistribution of wealth while supporting some pragmatic regulation of business and federal social programs in matters pertaining to the public good.","In general, Rockefeller Republicans oppose socialism and TOPIC_CONCEPT while supporting some pragmatic regulation of business and federal social programs in matters pertaining to the public good.",1,Rockefeller Republican,https://en.wikipedia.org/wiki/Rockefeller_Republican
We should increase wealth redistribution,wealth redistribution,"Professor Bruce L. Benson writes about the interaction of rebellion and state power: ""Unfortunately, once an economy becomes strong, the opportunity costs of rebellion and other efforts to constrain the state become higher and the temptations to use the state as an internal wealth transfer mechanism get stronger, so resistance to the state can decline.","Professor Bruce L. Benson writes about the interaction of rebellion and state power: ""Unfortunately, once an economy becomes strong, the opportunity costs of rebellion and other efforts to constrain the state become higher and the temptations to use the state as an internal TOPIC_CONCEPT mechanism get stronger, so resistance to the state can decline.",0,Libertarian perspectives on revolution,https://en.wikipedia.org/wiki/Libertarian_perspectives_on_revolution
